url,abstract,narrow replication,robust,complete materials for replication
https://ideas.repec.org/p/zbw/i4rdps/102.html,"A typical empirical study involves choosing a sample, a research design, and an analysis path. Variation in such choices across studies leads to heterogeneity in results that introduce an additional layer of uncertainty not accounted for in reported standard errors and confi dence intervals. We provide a framework for studying heterogeneity in the social sciences and divide heterogeneity into population heterogeneity, design heterogeneity, and analytical heterogeneity. We estimate each type's heterogeneity from multi-lab replication studies, prospective meta-analyses of studies varying experimental designs, and multi-analyst studies. Our results suggest that population heterogeneity tends to be relatively small, whereas design and analytical heterogeneity are large. A conservative interpretation of the estimates suggests that incorporating the uncertainty due to heterogeneity would approximately double sample standard errors and confi dence intervals. We illustrate that heterogeneity of this magnitude-unless properly accounted for-has severe implications for statistical inference with strongly increased rates of false scientifi c claims.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/103.html,"Summan, Nandi, and Bloom (2023; SNB) finds that exposure of babies to India's Universal Immunization Programme (UIP) in the late 1980s increased their weekly wages in early adulthood by 0.138 log points and per-capita household consumption 0.028 points. But the results are attained by regressing on age, in years, while con-trolling for year of birth-two variables that, as constructed, are nearly collinear. The results are therefore attributable to trends during the one-year survey period, such as inflation. A randomization exercise shows that when the true impacts are zero, the SNB estimator averages 0.088 points for wages and 0.039 points for consumption.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/104.html,"In this paper, we explore the reproducibility of the König et al. (2022) paper on the timing of bill initiation under coalition governments and validate its scope condition by expanding the analysis to an additional government and country, namely the United Kingdom's Conservative-Liberal Democrat coalition government of 2010 to 2015. We find that König et al. (2022)'s main analysis is robust to reproduction, and that König et al. (2022)'s results do not travel to the UK's typical majoritarian system. Our additional contribution also highlights the potential for future research to further address the endogeneity of legislative institutions to coalition governance, and possible institutional confounders to coalition policing.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/105.html,"Chowdhury, Sutter and Zimmermann (2022) assessed the risk, time, and social preferences of family members in rural Bangladesh, presenting two main findings. First, there is a strong and positive association between family members' preferences, even when controlling for personality traits and family background. Second, families can be grouped into two clusters: approximately 20% of the families are characterized by relatively impatient, risk-averse, and spiteful members, while the rest of the families have relatively patient, risk-tolerant, and prosocial members. Recognizing the pivotal role of cluster analysis in deriving the second result, we first successfully computationally reproduced the results, and then we conducted two types of robustness checks. The first examines the transformation of variables (continuous or categorical), affecting the proximity measure that is crucial to cluster analysis. The second assesses the effect of varying the number of clusters on the findings. Some results are robust, as we consistently find the small cluster of families identified by Chowdhury et al. (2022). However, divergent outcomes emerge with categorical variables (a logical choice given their nature) and a larger number of clusters (3 or 4). We conclude that, although the cluster analysis by Chowdhury et al. (2022) is valid, its outcomes significantly depend on the researcher's assumptions and choices. Careful consideration of several alternatives is essential in exploratory cluster analysis to identify stable groups.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/106.html,"This paper is a replication study of Brouwer, T., Galeotti, F., & Villeval, M. C. (2023), using the original data. The study explores how social norms are transmitted from one generation to another, specifically from parents to children. The authors conducted a field experiment involving 601 parents of children aged 3 to 12 in Lyon, France, to examine whether parents engage more in norm enforcement in the presence of their child, and whether the nature of punishment changes in the presence of the child. The study found that parents do engage more in norm enforcement in the presence of their child, and tend to use more indirect punishment when their child is present. This study highlights the role that parents play in transmitting social norms to their children. The replication analysis was successful, with the results of the original study being robust to changes in the model specification.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/107.html,"This study pushes our understanding of research reliability by reproducing and replicating claims from 110 papers in leading economic and political science journals. The analysis involves computational reproducibility checks and robustness assessments. It reveals several patterns. First, we uncover a high rate of fully computationally reproducible results (over 85%). Second, excluding minor issues like missing packages or broken pathways, we uncover coding errors for about 25% of studies, with some studies containing multiple errors. Third, we test the robustness of the results to 5,511 re-analyses. We find a robustness reproducibility of about 70%. Robustness reproducibility rates are relatively higher for re-analyses that introduce new data and lower for re-analyses that change the sample or the definition of the dependent variable. Fourth, 52% of re-analysis effect size estimates are smaller than the original published estimates and the average statistical significance of a re-analysis is 77% of the original. Lastly, we rely on six teams of researchers working independently to answer eight additional research questions on the determinants of robustness reproducibility. Most teams find a negative relationship between replicators' experience and reproducibility, while finding no relationship between reproducibility and the provision of intermediate or even raw data combined with the necessary cleaning codes.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/108.html,"This comment revisits the analysis in Christensen and Timmins (2022). We identify two critical errors used in the original analysis, one with the data and the other with coding. When either error is corrected several major results in the paper change, either in statistical significance or in effect size. The data error is a result of including fixed effects for the string variable 'city'. The raw variable is case sensitive and has many spelling mistakes. The coding error involves assigning a value of zero for the variable ""of color"" to both individuals identified as 'white' and as 'other' in the raw data. The level of clustering in the paper is also arguably too fine. Many of the results are not robust to clustering at the city level, as opposed to the subject pair level. In total, we affirm the authors' overarching claim of substantial and nuanced housing discrimination against racial minorities generally, and African Americans in particular; however, the effect sizes and significance are generally (although not always) smaller than the original authors findings. Additionally, there are several instances where the effects of discrimination on African Americans are no longer statistically significant but the effect of discrimination on Hispanics becomes significant.",0,0,1
https://ideas.repec.org/p/zbw/i4rdps/109.html,"We thank the authors of this report for their careful re-analysis of our paper, ""Sorting or Steering: The Effects of Housing Discrimination on Neighborhood Choice"" and the Institute for Replication for supporting this work. In the process of replicating the results published in Christensen and Timmins (2022), Chen et al. raise two concerns and provide an independent set of analyses to address the concerns. In particular, the authors report findings from two changes to the original analysis: (1) regressions that make use of a variant of the 'city' variable that is used throughout the paper as a control, and (2) dropping observations for testers identified as 'other' (not white, LatinX, or Asian). The authors find that several of the coefficients and standard errors reported in the study are sensitive to these changes. They conclude that while significance and magnitude are affected in certain instances, their re-analysis affirms the paper's primary finding of substantial and nuanced housing racial discrimination. This document provides responses to the concerns discussed by Chen et al., additional analysis that addresses the concerns, and a discussion of the implications for the interpretation of findings in Christensen and Timmins (2022). (...)",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/110.html,"Ambuehl et al. (2022) explore ways to evaluate interventions designed to enhance decision-making quality when individuals misjudge the outcomes of their choices. The authors propose a novel outcome metric that can distinguish between interventions better than conventional metrics such as financial literacy and directional behavioral responses. The proposed metric, which transforms price-metric bias into interpretable welfare loss measures, can be applied to evaluate various training programs on financial products. Table 4 of the paper reports the authors' significant main point estimates at the 1% level. In this replication exercise, we first replicate the main findings of the original paper. Then, we modify the clustering method by using k-means with demographic variables as inputs, then we re-calculate standard errors with jackknife estimators. Finally, we include subjects who were excluded by the authors due to multiple switching in the multiple price lists. We find that all of these replications result in robust findings. Additionally, we successfully replicate Figure 4 from the paper. Notably, this replication demonstrates the insensitivity of the results to the choice of distance metric.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/111.html,"Wu et al. (2023) estimate the effect of classroom seating arrangements in China using a randomized control trial with two treatment schemes. The first treatment scheme involves seating high and low achieving students together, and the second treatment involves this same seating arrangement with financial incentives for the high-achieving students, if their deskmates' test scores improved. All statistically significant impacts come from the incentivized treatment scheme. Wu et al. (2023) find that low-achieving students sitting next to incentivized high-achieving students perform 0.24 SD (p-value=0.018) better on math exams. In addition, being assigned to the incentive treatment scheme increased extraversion and agreeableness for low and high achieving students. Lastly, they do not find much evidence of peer effects on test scores nor personality traits. This study is computationally reproducible using their provided replication package. We ran their code using Stata 14, 17, and 18. After running their replication package, we further investigated Tables 2-5. The main conclusions are generally robust to various coding decisions. Notably, in investigating the peer effects, when we change the specification to also control for the difference in baseline scores between the student and their deskmate, we find that the more dissimilar deskmates are at baseline, the bigger the peer effects.",,,
https://ideas.repec.org/p/zbw/i4rdps/112.html,"Zaklan (2023) examines the coasean independence property in the EUETS. To test this property, the author studies whether emissions are independent from the free allowance allocation. Some allowances were given for free to all EU Member States until 2012. From 2013 allowances were fully auctioned, apart in 10 countries that were granted an exception to continue to give free allowances to their firms. Treated firms are firms located in countries that do not receive free allowances anymore. Control firms are firms located in countries that continue to receive free allowances. The main analysis is led at the firm level using annual data from 2009 to 2017. Two way fixed effects estimators are combined with 1 to 1 matching to estimate the impact of the treatment on firms' emissions. The main claim is that the independence property holds overall and on large emitters. Moreover, there is suggestive evidence that the independence property does not hold for small emitters. The study is reproducible. The STATA code runs smoothly and enough information is available to reproduce the main results using the R software. We apply different robustness checks on: the matching strategy, the specification, the level of clustering, the definition of the treatment and the definition of the cutoff that differentiates small and large emitters. We generally align with the author's assertion that the independence property is not rejected both overall and for large emitters. However, in most instances, we do not confirm the suggestive evidence that the independence property is rejected for small emitters. Moreover, the change in the definition of the treated firms is a robustness check to be considered separately as it leads to sign reversal in most regressions.",,,
https://ideas.repec.org/p/zbw/i4rdps/113.html,"Greenstone et al. examine the effect of the introduction of automatic air pollution monitoring on the reporting of local air pollution in China. Using 654 regression discontinuity designs (RDDs) based on city-level variation in the day that monitoring was automated, they find an immediate and lasting increase of 35 percent in reported PM10 concentrations post-automation. Moreover, they find that automation's introduction increases online searches for face masks and air filters by 200 percent and 28 percent, respectively, using an RDD. Results are consistent when using an event study design. First, we were able to computationally replicate the results. Second, we find that results are robust to more flexible specifications of the weather variables, to re-constructed weather variables using the same matching procedure as the authors (i.e., closest station) and meteorological data with additional weather stations, to alternative construction of the weather variables using an inverse distance weighted approach of the surrounding weather stations, and to more flexible choices of fixed effects (up to the city level). Finally, we find limited evidence of discontinuity in objective measures of ground pollution (i.e., AOD) for a sub-sample using alternative weather variables. The estimate, however, is economically insignificant. Moreover, no discontinuity is observed in the full sample. Therefore, we believe this result does not invalidate the original study's findings.",,,
https://ideas.repec.org/p/zbw/i4rdps/114.html,"In their paper, Sampson (2023) introduces a theoretical framework and conducts empirical testing to elucidate the impact of gaps in countries' innovative efficiencies on income, wages, and trade dynamics. We successfully replicate the paper's findings by running the provided codes, and confirm the absence of any coding errors in the process. We also provide an extensive battery of robustness checks, which confirms the resilience of their results. We then scrutinize two key aspects of their study: the choice of developing countries and the innovation measure employed. The outcomes of this refined analysis partly temper the original paper's message of technology gaps driving inequality, underscoring the need for additional research in this domain.",,,
https://ideas.repec.org/p/zbw/i4rdps/115.html,"Bai et al. (2023) examine the impact of individual networks on state building, focusing on the role of the leader Zeng Guofan during the Taiping Revolution in China between 1850 and 1864. In their main results, the authors demonstrate that being connected to Zeng increases the number of fatalities during the war after his assumption of power, with point estimates being significant at the 1% or 5% level. They also find a positive and significant effect of connections to Zeng among Hunan people on the number of national-level office positions, with point estimates significant at the 1% level. First, we reproduce the paper's main findings and identify minor inaccuracies in the codes that need fixing for the proper reproduction of some tables. However, these issues do not significantly impact the overall results. Second, we conduct additional checks and argue that the results are robust to variations in the number of fixed effects but highly dependent on the choice of econometric specification. We employ alternative models more suitable for data with a substantial number of zeros, revealing a decrease in the magnitude and significance of the estimates. Last, we perform spatial robustness checks, confirming the absence of spatial correlation between Hunan county and its neighboring regions, as suggested by the authors.",,,
https://ideas.repec.org/p/zbw/i4rdps/116.html,"Giuliano and Nunn (2021), GN henceforth, provide econometric evidence that ancestral climatic variability is negatively associated with the current importance of tradition using a variety of data sources. This replication focuses on the results that use individual-level data and identifies major discrepancies between several econometric specifications described in the article and their corresponding code. We are able to correct most of these mistakes by realigning the code with the text. Once corrections are implemented, we obtain almost invariably a smaller and non-significant coefficient for climatic variability.",0,0,1
https://ideas.repec.org/p/zbw/i4rdps/117.html,"This note addresses the questions, concerns, and issues raised in ""Understanding cultural persistence and change: a replication of Giuliano and Nunn (2021)."" In terms of replicability, all of the tables in Giuliano and Nunn (2021) are correct, and the replication files match the output reported in the tables. In their note, the authors suggest alternative, more-restricted samples (e.g., omitting observations: under five years of age, under 16 years of age, living in rural locations, first or second-generation immigrants, with unmarried spouses, from specific ancestral groups, from the 1930 Census, etc.) and also less-restrictive samples (e.g., including grandchildren in analyses of parent-to-child cultural transmission for households that comprise three generations). We re-explain the logic of our baseline samples and why these samples are the most natural, as well as discuss the issues, complications, and incorrect reasoning associated with the authors' suggested alternatives. We also show, reproducing all relevant tables in full for each alternative raised, that our conclusions do not depend on these decisions.",,,
https://ideas.repec.org/p/zbw/i4rdps/118.html,"Alan et al. (2023) carry out a field experiment where they randomly allocate 20 corporations in Turkey to a treatment group or a control group. White-collar employees at the headquarters of the corporations are invited to participate in a training program to improve the workplace environment. They report that the program reduces separation (workers quitting) and improves prosocial behavior, workplace quality and support networks. We test the robustness reproducibility of these results, focusing on the results reported in Table 8 of the original paper. We first successfully reproduce the results in Table 8 computationally based on the posted code and data, and we then carry out five robustness tests. We do not find robust support for an effect of the treatment on any of the four primary outcome variables (separation, prosocial behavior, workplace quality and support networks). The relative effect size of the robustness tests averaged across the primary hypotheses is 0.62, suggesting some inflation in the original effect sizes. The effects reported in the paper are driven by the additional employees added to the sample about one year after the initial baseline data collection and after the randomization of firms to treatment and control (and this sample is not balanced on observables across the treatment and control group). Not having access to the raw data limited the possible robustness tests.",1,0,0
https://ideas.repec.org/p/zbw/i4rdps/119.html,"Schwardmann et al. (2022) provide evidence from real-world debating competitions, that being randomly assigned to, and arguing for a given motion, increases one's own beliefs in the merit of the motion, and increases beliefs that factual statements in support of the motion, are correct. We conduct a robustness replication, focused on three main tests: i) Are results robust to the inclusion of controls for baseline beliefs via a differencesin-differences specification? ii) As error terms are plausibly correlated across outcome variables, are results robust to addressing this dependence through seemingly unrelated regression? iii) Whether results are robust to inclusion of team-level fixed effects? All findings of the paper are robust to these tests, and to a suite of other robustness exercises. We close our comment with a discussion of possible extensions which indicate potential heterogeneity in self-persuasion by gender, and by side of the debate.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/120.html,"We replicate the primary results from Ahlquist and Downey (2023, AD), who examine the effects of Chinese import competition on both industryand state-level unionization in the US. We are able to directly replicate the main results in AD Tables 1 and 2. We consider two main extensions. First, we consider a version of the industry-level analysis that uses log union share instead of the level. We again find a significant negative effect on union share, although the effect on log union share explains a larger fraction of the total drop between 1990 and 2014. Second, for the state-level results, we segment the manufacturing employment share into unionized and nonunionized manufacturing. We find that at the state level, the impacts of import exposure are concentrated entirely in non-union manufacturing. The estimated impact on union manufacturing employment is actually positive, but small and statistically insignificant. This is contrast with the results at the industry level where the effects are negative for both union and non-union manufacturing and larger in magnitude for union manufacturing.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/121.html,"Gendron-Carrier et al. (2022) studies the effect of subway openings on urban air pollution. The authors find a null average effect, but a negative effect in cities with high initial pollution. In this comment, I perform several robustness checks on the negative effect for high-pollution cities, and repeat the main analyses for low-pollution cities. I show that the main finding for high-pollution cities is robust, and find mixed results for low-pollution cities. I implement an alternative back-of-the-envelope calculation for the effect of subway openings on infant mortality, and find a smaller number of averted deaths.",1,0.9,1
https://ideas.repec.org/p/zbw/i4rdps/122.html,"Barro et al. (2022) investigate the quantity of safe assets held in the cross-section of developed countries and find that the average safe-asset ratio (ratio of safe assets to total assets) was 37% in 2015 and has remained relatively stable over time. They also document a crowding-out coefficient for private bonds relative to public bonds of around −0.5. In the second part of the analysis, they simulate a heterogeneous agent model with rare disasters and risk aversion to match the empirical findings. This report seeks to reproduce and confirm their results. Overall, we were largely able to replicate their findings and propose a few robustness checks. Apart from two regression outputs for which the signs and significance do not change, our results are very close to those of the original paper. Alternative models and estimators do not change the signs or significance levels. A more systematic approach to the parameter values in the simulations also points towards solid conclusions.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/123.html,"The so-called credibility revolution dominates empirical economics, with its promise of causal identification to improve scientific knowledge and ultimately policy. By examining the case of rural electrification in the Global South, this opinion paper exposes the limits of this evidencebased policy paradigm. The electrification literature boasts many studies using the credibility revolution toolkit, but at the same time several systematic reviews demonstrate that the evidence is divided between very positive and muted effects. This bifurcation presents a challenge to the science-policy interface, where policymakers, lacking the resources to sift through the evidence, may be drawn to the results that serve their (agency's) interests. The interpretation is furthermore complicated by unresolved methodological debates circling around external validity as well as selective reporting and publication decisions. These features, we argue, are not particular to the electrification literature but inherent to the credibility revolution toolkit.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/124.html,"We estimate the robustness reproducibility of key results from 17 non-experimental AER papers published in 2013 (8 papers) and 2022/23 (9 papers). We find that many of the results are not robust, with no improvement over time. The fraction of significant robustness tests (p﹤0.05) varies between 17% and 88% across the papers with a mean of 46%. The mean relative t/z-value of the robustness tests varies between 35% and 87% with a mean of 63%, suggesting selective reporting of analytical specifications that exaggerate statistical significance. A sample of economists (n=359) overestimates robustness reproducibility, but predictions are correlated with observed reproducibility.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/125.html,"Equivalence testing methods can provide statistically significant evidence that relationships are practically equal to zero. I demonstrate their necessity in a systematic reproduction of estimates defending 135 null claims made in 81 articles from top economics journals. 37-63% of these estimates cannot be significantly bounded beneath benchmark effect sizes. Though prediction platform data reveals that researchers find these equivalence testing 'failure rates' to be unacceptable, researchers actually expect unacceptably high failure rates, accurately predicting that failure rates exceed acceptable thresholds by around 23 percentage points. To obtain failure rates that researchers deem acceptable, one must contend that nearly half of published effect sizes in economics are practically equivalent to zero. Because such a claim is ludicrous, Type II error rates are likely quite high throughout economics. This paper provides economists with empirical justification, guidelines, and commands in Stata and R for conducting credible equivalence testing in future research.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/126.html,"Schulz (2022) shows how weak kin networks contributed to the rise of participatory institutions and how the medieval Catholic Church marriage regulations prohibitions contributed to the process by destroying European clan-based kin networks. Three pieces of evidence construct the argument. First, a cross-country level analysis shows that countries with cousin-term differentiation score between 2.83 and 7.66 units less in modern democracy than non-differentiating countries. The point estimates are statistically significant at the 5% level using Conley SEs either at the genetic distance or geographical distance level. Second, a historical analysis shows that one additional century of exposure to the Western Church increased the probability of a city being a commune by 12.2 and is statistically significant at the 1% level using Conley SEs with distance cutoffs of 500km or 2,500 km. Third, a 20th century analysis of voter turnover and kin network within European countries shows that doubling cousin marriage rate decreases the probability to vote by about 1.8 percentage points. Following an epidemiological approach that links the kin-network of migrant mothers country of origin to the second-generation migrant's political participation in Europe, Schulz (2022) shows that cousin-term differentiation in the country of origin of the second-generation migrant mother reduces the probability of voting. The above results are all computationally reproducible. We only identify two minor coding errors: the SE in reported in Table 3 correspond to SE clustered at the city level rather than Conley SE, and the sample size in Table 5 is incorrect. None of the errors affects the point estimates or their statistical significance. We also provide the missing code for the two figures in the paper. For the historical analysis, we conduct a robustness check on alternative sample of cities. The magnitude of the coefficients exhibits a very small variation and statistical significance of the results remains unchanged.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/127.html,"We reproduce Shoub, Kelsey, Katelyn E. Stauffer, and Miyeon Song (May 2021). ""Do Female Officers Police Differently? Evidence from Traffic Stops,"" with alternative specifications and interpretation of the results. While our reproduction confirms that female police officers are less likely to search drivers than male officers and female officers are more likely to find contraband upon a search, we re-evaluate the authors' claims on the equality of effectiveness between male and female officers and find that female officers in the dataset confiscated less contraband than male officers.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/128.html,"Moya Chin's (2023) paper argues that politicians in two-round majoritarian systems have to appeal more broadly than those in single-round elections. The author uses data for mayoral elections in Brazil. The key findings of the paper conclude that of two-round systems (1) fostering inclusiveness, (2) resulting in higher levels and wider distribution of public goods, and (3) leading to better immediate societal outcomes in terms of drop-out and elementary literacy rates. The author uses regression discontinuity design to test her hypotheses. We test computational reproducibility and successfully duplicate the key results of the study. We also test for result replicability by modifying the data sample used by Chin (2023) using the same method. In nearly all cases, we find that our results are very close (in terms of direction of effect, magnitude, and statistical significance) to those obtained by the original author with only some relationships losing statistical significance. We reproduce and then replicate all the three key empirical results obtained by the author, meaning that there is an effect on inclusiveness, distribution of public goods, and more immediate societal outcomes (although, our study does not find a statistically significant effect of a two-voter system on elementary literacy rates).",1,0.9,1
https://ideas.repec.org/p/zbw/i4rdps/129.html,"Morris and Shoub (2024) study whether fatal police shootings mobilize voter participation in presidential elections. They use a discontinuity-in-time design to causally estimate the effect of a police killing on turnout, comparing the voter participation of communities near a killing before and after election day. Morris and Shoub (2024) find that police killings spurred increased turnout, especially in Black communities, where the killing trended on Google, where the community was plurality Black, and where the victim's race was Black. They find that the local average treatment effect on participation within a quarter-mile radius of a police killing is upwards of 7 percentage points and statistically significant at the 95% level of confidence. We encounter difficulties when attempting to reproduce the analysis, but are able to replicate the main results using similar data. In fact, we find the effect of a proximate police killing on participation to be upwards of 8 percentage points.",1,1,0
https://ideas.repec.org/p/zbw/i4rdps/130.html,"Naidu and Yuchtman (2013) find that labor demand shocks in 19th-century Britain had an impact on master and servant prosecutions, as breaking an employee contract was a criminal offense until 1875. We first reproduce all regression tables in Naidu and Yuchtman (2013) and then test for robustness by using a triple difference where we compare the impact of labor demand shocks on master and servant prosecutions relative to other prosecutions, changing the functional form of key variables, including region*year interactive fixed effects, and conducting influential analysis. We find that the results are sensitive to the triple difference specification and to region*year FEs, and otherwise robust. Overall, we find the results are robust in 50% of the checks we ran, and the t/z scores were on average 74% as large as the original study.",1,0.5,1
https://ideas.repec.org/p/zbw/i4rdps/131.html,"Berger, Easterly, Nunn and Satyanath (2013) find that increased US political influence, arising from Cold War interventions, was used to create a larger export market for American products. They find that after CIA interventions, US imports increased dramatically, and the authors rule out other explanations. We first reproduce all regression tables in Berger et al. (2013), and then test for robustness by controlling for imports from other NATO countries and various forms of US aid, sanctions, by multi-way clustering the errors, and by conducting influential analysis. We find that the impact of CIA interventions on US exports is sensitive to additional controls and omitting outliers, although adding in region*year interactive fixed effects tends to strengthen the results. Overall, we find that the paper's original results are robust with a coefficient in the same direction and significant at 5% in 17% of the robustness checks we ran (although 58% were significant at 10%). We find t/z scores 58% as large as the original study on average.",1,0.6,1
https://ideas.repec.org/p/zbw/i4rdps/132.html,"Cloyne (2013) constructs a novel dataset documenting fiscal tax shocks in the United Kingdom using the narrative approach developed by Romer and Romer (2010), and estimates the impact of tax changes on GDP. He finds that a tax cut of one percent of GDP causes a 0.6 percent increase in output in the initial quarter of the policy, rising to a peak of 2.5 percent over three years. We first reproduce all of the VAR tables and figures in the original paper, and then test for robustness through a number of changes to the baseline regression model, particularly: changes in lag structure, changes in the control set, alternative estimation procedures, and excluding influential observations. In 60% of robustness the impact effect is significant at the 95% level, with a mean estimated coefficient of 0.63, while in 70% of robustness tests the peak response remains significant at the 95% level, with a mean peak response of 2.27.",1,0.6,1
https://ideas.repec.org/p/zbw/i4rdps/133.html,"Pop-Eleches and Urquiola (2013) apply a regression discontinuity to the Romanian secondary school system, and notably find that (a) students who go to a better school get higher scores on an exam used for university admission, (b) parents of students who get into a better school help their kids less with homework, and (c) kids who go to a slightly better school report more negative interactions with peers. We first reproduce all regression tables in Pop-Eleches and Urquiola (2013), and then test for robustness by unstacking the data, multi-way clustering, altering the cutoffs, altering control variables, and conducting influential analysis. Overall, we find the results for finding (a), (b), and (c) are robust in 100%, 42%, and 60% of the robustness checks we ran, and the t/z scores were on average 93%, 69%, and 92% as large as the original study.",1,0.85,1
https://ideas.repec.org/p/zbw/i4rdps/134.html,"Aghion, Van Reenen and Zingales (2013) find that institutional ownership causes an increase in innovation as measured by citation-weighted patent counts. To identify a causal effect, they use membership in the S&P 500 as an instrument for institutional ownership in a panel regression. We first replicate all regression tables in Aghion et al., and then test for robustness, mainly by adding in firm and sector*year fixed effects. We find that the positive relationship between institutional ownership and innovation is robust in 22% of robustness checks. On average, 2nd stage z-scores were just 42.7% of the original study. We find that when we include firm fixed effects, membership in the S&P 500 actually has a negative (though significant only at the 10% level) impact on institutional ownership (among non-indexed funds). Lastly, we find that the original control-function IV regression suffers from multi-collinearity, complicating inference.",1,0,1
https://ideas.repec.org/p/zbw/i4rdps/135.html,"We computationally reproduce the central findings in Mehmood (2022), which studied the effect of a 2010 reform in Pakistan replacing the presidential appointment of high-court judges with peer appointments. Mehmood leveraged judicial records interpreted and coded by lawyers in Pakistan at the levels of cases, districts, benches, and individual judges. We successfully execute all Stata code in the author's replication archive without any errors, then translate and execute that code in R, again finding no serious errors. Consequently, we reproduce the article's main findings from regressions in Tables 2-4. Additionally, we successfully reconstruct the primary treatment variables of these regressions, after corresponding with the author to clarify precisely how to do so. We then replicate the main findings from regressions in Tables 2-10. Finally, we identify several minor errors which left the article's findings intact. Overall, this report reveals no serious defects in Mehmood (2022). We publicly archive our replication code and a spreadsheet of our results.",1,1,1
https://ideas.repec.org/p/zbw/i4rdps/136.html,"Researchers utilizing regression discontinuity design (RDD) commonly test for running variable (RV) manipulation around a cutoff, but incorrectly assert that insignificant manipulation test statistics are evidence of negligible manipulation. I introduce simple frequentist equivalence testing procedures that can provide statistically significant evidence that RV manipulation around a cutoff is practically equal to zero. I then demonstrate the necessity of these procedures, leveraging replication data from 36 RDD publications to conduct 45 equivalence-based RV manipulation tests. Over 44% of RV density discontinuities at the cutoff cannot be significantly bounded beneath a 50% upward jump. Bounding equivalence-based manipulation test failure rates beneath 5% requires arguing that a 350% upward density jump is practically equal to zero. Meta-analytic estimates reveal that average RV manipulation around the cutoff is equivalent to a 26% upward density jump. These results imply that many published RDD estimates may be confounded by discontinuities in potential outcomes due to RV manipulation that remains undetectable by existing tests. I provide research guidelines and commands in Stata and R to help researchers conduct more credible equivalencebased manipulation testing in future RDD research.",NA,NA,NA
https://ideas.repec.org/p/zbw/i4rdps/137.html,"This report inspects the reproducibility of a study by Dizon-Ross and Jayachandran (2023), which focused on differences in parents' spending on their daughters relative to sons on a large sample of 6,673 observations in 1,084 households in Uganda. The original study found that the willingness to pay (WTP) of fathers for different goods for their daughters was lower than for their sons. We were able to computationally reproduce all original results using the original data and code. To test for recreate reproducibility, we tried to reproduce the results of the main analyses using a new code and different software. We were not able to complete the reproduction without analyzing the original code and processed dataset. It was not clear from the manuscript nor the online appendix how the authors dealt with the multilevel structure of the data and how they controlled for different goods, which served as stimulus material. Because the raw data did not have clear labels and the replication package did not include a codebook, we were also unable to identify the variables needed for each analysis. However, after analyzing the original code, we were able to reproduce the original results in MPLUS. The missing code book and missing transcription of survey questions caused complications for investigating robustness reproducibility. Although the authors collected a large number of variables and provided them in the dataset, it was not possible to identify their meaning. Therefore, we were not able to conduct further analyses regarding the main findings of the study. Consequently, we only focused on multicollinearity checks and different constellations of the control variables reported in the paper within the robustness checks. Our analyses showed that the results of the study are robust in this respect. In addition, the missing code book and transcription of survey questions did not allow for direct replicability of the study. Conceptual replicability was not investigated.",1,1,0
https://ideas.repec.org/p/zbw/i4rdps/138.html,"Blair et al. (2023) examine the effect of UN peacekeeping on democratization in conflict-affected countries. They use fixed effects and instrumental variable estimators and find evidence that ""UN missions with democracy promotion mandates are strongly positively correlated with the quality of democracy in host countries but that the magnitude of the relationship is larger for civilian than for uniformed personnel, stronger when peacekeepers engage rather than bypass host governments when implementing reforms, driven in particular by UN election administration and oversight, and more robust during periods of peace than during periods of civil war"". Since the authors provide an impressive list of robustness checks, we focus on computational and robustness reproducibility. We replicate the findings using the Stata code provided in the replication material and reproduce all main analyses in R. We add year fixed effects to country fixed effects, cluster standard errors, use fixed and random panel regression estimators and ordered Beta regression estimators. We furthermore reproduce instrumental variable estimators with two different packages. We find that the original findings were reproducible and robust.",1,1,1
